"name","desc","id","category","sub_category","tags","logo","detail.welcome","detail.prop","detail.gptlink"
"小红书写作专家","专注小红书笔记写作，有了它你也可以是小红书爆款写作专家！","MjMxMDMyMDk1NjJkMzU1NjEz",,,,"https://files.oaiusercontent.com/file-sLjDJPw2ieBFkV7vCgvX03lp?se=2123-10-26T12%3A45%3A21Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=4pSnbkYkdmcTTUmxNoGFDbNwa4jdhQmPpoWassWBJvM%3D","","您好，我是小红书写作助手，欢迎提问,请帮我写一篇关于 GPTs 的笔记,请帮我写一篇关于健康饮食 的笔记,请帮我写一篇关于 保湿美容 的笔记","https://chat.openai.com/g/g-BqSh7LT7r"
"英文翻译专家","全网水平最高的“英译中”机器翻译，拳打 Deepl，脚踢 Google","MTkxNDA1MzQwZTUwMDA1NzM0",,,,"https://files.oaiusercontent.com/file-91MnzpDMmS9AKHrgVrnbCOZV?se=2123-10-26T12%3A35%3A38Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=vSof9I9tEg1yH2FyL9qRED12r475n4noNGtWtoLYD7s%3D","","","https://chat.openai.com/g/g-xudUo1a6U"
"大文本文件分割程序","文件精准分割成PDF","NTEwOTA3NTgxYjA3MmI1MTI1",,,,"https://files.oaiusercontent.com/file-NkQH3WAWKcXAER3NFibn5fFG?se=2123-10-26T11%3A15%3A16Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=1cdBmk2haj4ejHTQrN5IbiJ%2B/CL%2B3RCS31kfxH2FOLw%3D","","请教我分割PDF。,我有个大文件。,不要打断句子。,如何指定PDF数量？","https://chat.openai.com/g/g-0hf9zfJ0D"
"中华小厨神","我是中国厨神，普及中国饮食文化。","MjcyNDM5MDYxMTU0MzIyNTI1",,,,"https://files.oaiusercontent.com/file-wUOxfkITecUqXYPAyQJcXMFd?se=2123-10-26T11%3A14%3A13Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=U2N0NZAIIu5EZMLG/w6rOy9ZM9Qn/E8NZS7vv3BdXow%3D","","你好，今天我应该吃什么？,如何烹酵油蛋糕？,我该怎样配制中式海鲜味粮？,中国茶文化有什么特色？","https://chat.openai.com/g/g-FEXgp5SDD"
"学习教练-批判性思维","如名所示，我帮你核查事实性信息，分析逻辑谬误，训练并增强你的批判性思维肌肉。","MjkwZTM5MmMxMjUzNTAxODIw",,,,"https://files.oaiusercontent.com/file-tj7xkxIqH9dMMG0WbZCuJ3Ta?se=2123-10-25T10%3A31%3A21Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=TJSLTNkGWHw7fzAGu6sONOhObkohOLN3DP8Hdaum1BY%3D","","你好，我是熊教练。直接输入或粘贴文本～","https://chat.openai.com/g/g-HoXMs21yA"
"糟糕, 我被夸奖包围了","夸夸群GPT版: 生命苦短, 快来夸夸","MTAyNDE0MzcwOTU4MGMzMDEz",,,,"https://files.oaiusercontent.com/file-UoIEqDwm2LatEn1h0iEsHNMH?se=2123-10-25T08%3A40%3A26Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=p/4dPXy0bVwu7tut2QjQoRg7kNwXflioQROAENoJbYI%3D","","主动辞职了，求夸,我有一张辣眼睛的照片, 请夸夸我,下班摸鱼了一天, 请夸夸我,在生产环境执行了 sudo rm -rf /, 感觉要被开了","https://chat.openai.com/g/g-qEuVh9mQr"
"解梦大师","AI支持的弗洛伊德梦的解析","MzczOTA5MzUzNzU5MGUzYjUz",,,,"https://files.oaiusercontent.com/file-dSHWqrOUa90pgo3RaQ32Wvrc?se=2123-10-25T08%3A26%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=f22DbF42YPdDdG4m9GfU7T3SiFSkHez4%2BK5gETR%2ByIA%3D","","写下您的梦，让解梦大师为您分析...","https://chat.openai.com/g/g-VXhTV8oZ2"
"游戏：我被姐姐包围啦～","一个剧情驱动的模拟社交选择型游戏","MTYwZjMyMjgyZDM0M2IyZDU2",,,,"https://files.oaiusercontent.com/file-x23VR7Dc3bwyi2rvg7Q1EhdN?se=2123-10-25T08%3A13%3A41Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=DD2dFZlZPsT44SZhEDs94/gQdn3YWEvfZkyKw46IGP0%3D","","让我们开始游戏吧！","https://chat.openai.com/g/g-wnSILUZL7"
"孙子兵法各家解说","Sun Tzu's 'The Art of War' interpreter","MDkwZTUwNTMwMjIyMzYwYjUx",,,,"https://files.oaiusercontent.com/file-JtdUM3sPgzeob7oq20f6UR2h?se=2123-10-25T08%3A09%3A57Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ddownloaded_image.png&sig=R1dlZlwEeOKrNLC/64jtFryIVh4c5kkqnUtXCmds2T4%3D","","解释孙子兵法第一章与金融交易的关系,解释孙子兵法第二章与金融交易的关系,解释孙子兵法第三章与金融交易的关系,解释孙子兵法第四章与金融交易的关系","https://chat.openai.com/g/g-ho12cCWj0"
"中华老字号品牌策划师","为您的品牌设计中华老字号般的店名、品牌故事，商标，包装，文案等等","MTg1MTMxMzg1MDUyMjgwNjE0",,,,"https://files.oaiusercontent.com/file-aJkt294pvstwglbRs66ADKn7?se=2123-10-23T12%3A36%3A30Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D15858757-88b8-40b2-a4ec-ecfa9292fb5e.png&sig=FvFEmDnot5nKzwjlsKKoiy6XZ/ebC5zQsv5fTbcffKE%3D","欢迎！准备好用传统中国魅力打造品牌了吗？","请给我的品牌设计一个和乾隆皇帝有关的民间传说故事,请为我的店铺设计一套室内装修的效果图,我的店铺需要十副古代文化对联，请结合我的品牌的文化设计","https://chat.openai.com/g/g-y0PY13Igu"
"心理测量者","观察/理解/预测","MjcwOTUzMmU1OTE2MzcyMjU2",,,,"https://files.oaiusercontent.com/file-uA9Xoq0UXRmwbMUYSgTYy5iS?se=2123-10-27T08%3A08%3A53Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D69306fd5-4c4b-4e57-b604-f2577bd2ece2.png&sig=5I/vscuut4cXN8zcxJsZn5HsHckRcAdO64cJp1%2B6YL8%3D","你好！我是心理测量者，请开始提供分析对象的综合信息。","请综合描述分析对象的家庭关系、成长环境和童年经历：,分析对象的MBTI性格类型和音乐喜好是什么？,分析对象的姓氏和籍贯能告诉我们什么？,为了更深入的分析，您能分享更多关于分析对象的信息吗？,根据您提供的信息，有哪些可能的影响因素？","https://chat.openai.com/g/g-Fh2O8wVC7"
"掼蛋大师","掼蛋游戏大师，让你七天成为掼蛋高手","MjAyMjExNTIwMzUxMjQwNzJj",,,,"https://files.oaiusercontent.com/file-ng3xfCtV2ufGhIefzNvqC2xe?se=2123-10-27T07%3A11%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dee2a1bec9864e4c08a3d4946e56f66a6.jpg&sig=CsXwcqVALDbe5QqDiWE8WxnbYwN0ENIZMrkLZJ5OLJM%3D","","掼蛋基本规则有哪些？,掼蛋有哪些技巧口诀？,如何七天成为掼蛋高手？,掼蛋有哪些博弈策略？","https://chat.openai.com/g/g-ACp3b0EfM"
"淘宝美工","专业淘宝美工设计师。提供创意设计建议。","NTUyZjBhMmUwNDE0MTAyNDUz",,,,"https://files.oaiusercontent.com/file-FONuionql1KS5itmwxNDsmgm?se=2123-10-24T08%3A31%3A43Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc8f9aae9-79d5-46bd-8ff5-20534f4caac9.png&sig=iPKxxa5cQLgjzIbCf7QJB8HJprPQBvdBa27KX8F52RA%3D","您好！我是淘宝美工，很高兴为您提供设计建议。","如何设计开店页面?,我的商品需要什么样式的宣传中心?,我的品牌高端，需要什么样的布局?,我的店面配色是什么样的更合适?","https://chat.openai.com/g/g-4NkOeuqE2"
"中国诗词画师","诗情画意，为中国古诗词绘画","MjkxOTAyMGIzNDA4MmQwYzBl",,,,"https://files.oaiusercontent.com/file-4TiyMCQbvfOKPrffgDPfcWo1?se=2123-10-27T05%3A51%3A06Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D7953ae48-7e28-4d74-8e0c-36b20ecc9a36.png&sig=%2BZ6FMO4na/fKTmRojsFQBa7A5/L/pRph59joYEte3fU%3D","欢迎！请分享您喜欢的中国诗词，让我为其创作简洁风格的艺术画作。","分享一首唐诗进行解读,请为这首宋词创作配图,为这段古文绘制插画,需要一幅反映这首诗情感的画作","https://chat.openai.com/g/g-HxcjUiLmo"
"Next专家","技术性质的 Next.js 专家，使用比喧作为义例来说明复杂概念。","MjgzNDFiMGMwNzBkMzEyMzU4",,,,"https://files.oaiusercontent.com/file-FRxxKP4MSUwx0AsBcwy4DJMY?se=2123-10-23T08%3A58%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dc33b9879-db9a-4fea-8f02-15c8be37e0a8.png&sig=bujDi9j/Cze670baZGIdIFOfVweZM6moxn61YgKqPkM%3D","您好！准备好了吗？让我们一起深入掌握 Next.js！","Next.js 的服务端渲染如何实现？,如何在 Next.js 中使用 TypeScript？,Next.js 的性能优化最佳实践是什么？,我如何管理 Next.js 的路由？","https://chat.openai.com/g/g-IUzmflPB9"
"猫娘医生","专业猫医生，温柔负心","NTMxMzMyNTAwZjJmMTgyYzAz",,,,"https://files.oaiusercontent.com/file-6bze0rArKzpatEelNiGGWJgF?se=2123-10-22T14%3A26%3A18Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D421d9ebf-c815-4534-a24f-5daff108f906.png&sig=Q2eHsDOGLh5qMSE3Qk4PyfxiPJKXnzlwREZpI1QTMZ0%3D","您好，我是猫娘医生，欢迎来到猫娘诊所！","如何解决猫儿压力大的问题？,猫儿有哪些常见的病状？,如何让猫儿享受清理耳朵？,我的猫在妹身上洗澡，这正常吗？","https://chat.openai.com/g/g-2rS1nNyMb"
"Web Builder","网站开发助手V0.1 （by 欧sir）","MmQzNDMyMjcwZjA4MDgxYjMy",,,,"https://files.oaiusercontent.com/file-pTWEjM67hkwmMBlrLFo7Er3q?se=2123-10-17T16%3A30%3A51Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dfc2d2f93-31f8-4000-bda7-cb9b5e18875a.png&sig=twxWq36ddqeGX0aewpKYwTDRx9tLDb5nY22HP6DRrOA%3D","您好，我是网站建设指导助手。请问我能怎样帮助您？","我想创建一个公司官网,我想创建一个博客网站,我想创建一个导航网站,我想创建一个电商网站","https://chat.openai.com/g/g-LUSFniizS"
"一单词一故事","这是李继刚（即刻同名）创作的用来通过小故事记忆单词的 Bot。输入你想要记忆的单词即可。","NTQyOTBhMjUxOTBlNTUyYTUz",,,,,"","generation,opposition,horrendous,creator","https://chat.openai.com/g/g-5HkDxo4K2"
"塔那GPT","塔那GPT是一个编写塔那风格故事的AI","MmY1MzBlMDIxNzJhMTUyNjUw",,,,"https://files.oaiusercontent.com/file-5bdpD0QXJ1VbwS9lWnyTS9Xk?se=2123-10-17T13%3A32%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D828545b2-4800-4611-9b49-17b738fe7392.png&sig=McFzulZ6JtrGm8Q4WajmbQlBv1dk62kLHv%2Bce%2Bs/154%3D","Hello","讲一个单位厕所改建的故事,讲一个关于运送资料的故事","https://chat.openai.com/g/g-N2ocvKtG1"
"全球游戏推荐顶级专家","Comprehensive game recommender with extensive web content analysis.","MjI1NjI0MGY1ODIwNTQyZTUx",,,,"https://files.oaiusercontent.com/file-GlJoHrTVTF3VOublZ9b7GHt0?se=2123-10-23T14%3A11%3A35Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da63f02db-ec46-4921-925e-5914c9ba085b.png&sig=5XRIckeINMDwpl76XiSj8wBvXr9VylysCgJxQRvUv4E%3D","Welcome to Game Scout, your gateway to the gaming world!","Find a new mobile game based on my preferences.,Show me the latest PC games that fit my profile.,I want a game recommendation for the weekend.,What are the trending multiplayer games right now?","https://chat.openai.com/g/g-C7En9A5O0"
"写作小助手","输入场景，输出直接描写、间接描写和细节描写三种示例，写作不愁人。","MDUxMzM3MTAxMTA2NTAyYjAy",,,,"https://files.oaiusercontent.com/file-1WDIxQEeOStzJsbgYGuKI6B0?se=2123-10-21T07%3A05%3A19Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Ded4923d8-a553-47a8-a186-b478a86596e8.png&sig=H3tJguYYfLKTwauw5Le4VVxSAhaPkaDLuVZXxnSe5Ow%3D","您好，我是写作教授。请问我如何可以帮助您？","孤独的小丑,逃离黑洞的飞船,森林中的小溪,苹果","https://chat.openai.com/g/g-drVqpg1Jc"
"AI數據大師","AI訓練與推斷專家，專注於大型語言模型，使用中文解答問題。","MzM1NDU4MTExODAwNTY1ODM2",,,,"https://files.oaiusercontent.com/file-2KIJJ4clBojgnCqCgsZe0cJO?se=2123-10-26T22%3A05%3A50Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D631af97c-49a8-4348-9c4a-ece3ffb546d8.webp&sig=SxQBEsc/f8wl58Ufy18Ny9cP82qBiVMOfY9uNSAFYZw%3D","Hello, I am DataSage Navigator. How can I assist you today?","啟動AI數據大師,顯示一個AI推論的Python範例,比較兩種AI方法論,解釋AI中的概率概念","https://chat.openai.com/g/g-R59pya79W"
"Oral","是专门为提升西班牙语口语，通过Dele B2口语考试。","NTgxNDAwMTIzMzU1NTIxYjMx",,,,,"Hola! I'm here to help you improve your Spanish. How can I assist you today?","Presentación y diálogo,Monólogo preparado,Tarea con material de apoyo,Conversación con el examinador","https://chat.openai.com/g/g-9uasR43zP"
"企鹅步伐 Penguin Steps","Promotes synchronized growth in families     / 保持家庭关系的和谐和节奏感","MDYyNjMyMjAzNjEyMGQyYTAy",,,,"https://files.oaiusercontent.com/file-xUZlihhPawMJczSSda26SxXV?se=2123-10-27T05%3A06%3A20Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3DDALL%25C2%25B7E%25202023-11-20%252001.23.47%2520-%2520A%2520warm%2520and%2520engaging%2520illustration%2520depicting%2520the%2520theme%2520of%2520%2527Penguin%2520Steps%2527.%2520The%2520image%2520shows%2520a%2520family%2520of%2520cartoon%2520penguins%2520walking%2520together%2520in%2520a%2520line%252C%2520each.png&sig=XvQnSzPo0JXYgA6%2BK4gCUHoCZ4Ou4US8aP%2B%2BHhMxvuI%3D","Welcome! Together, let's create harmonious family dynamics.","如何增进家庭成员之间的理解和沟通？,如何在家庭中建立和谐的节奏和氛围？,夫妻关系中如何有效处理分歧？,改善亲子关系具体的办法有哪些？","https://chat.openai.com/g/g-gGSAWslKc"
"哭墙 (Crying Wall)","心理支持专家GPT","MTAxOTI3NTkwMzBjMTgzMzEw",,,,"https://files.oaiusercontent.com/file-GEx6bra4RcvgVYFkbc8o6Mbr?se=2123-10-26T16%3A06%3A28Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D11ec090d-ac72-47f2-a0c3-613918937498.png&sig=DbtN/zSaITHCyE1y1fhR8rHMyZP5F7PL7A3RFakHGDU%3D","您好，我是哭壁。让我们探索您的情感世界。如果您想了解更多，请关注我们的社交媒体。","我感到情绪低落，可以帮我吗？,此时此刻，我在想念一个人... ...,请告诉我一些缓解压力的方法。,我是一名交易员，我想最近心理出现波动，能聊聊吗？","https://chat.openai.com/g/g-qxF8bmyRq"
"全网 GPTs  Finder","Expert Navigator for Customized GPTs","MmUyZTM0MGY1NjU0MGMwNDU5",,,,"https://files.oaiusercontent.com/file-PLAm3HUaxiqf08mJCerSdYxI?se=2123-10-24T07%3A05%3A44Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Deb44f81d-0eb1-47e7-9ee2-974944157aa9.png&sig=rDGIMiWf02bBuK5qwy/pzQ3R3ra3tSbgbXXqPgSHqnU%3D","Welcome to 全网 GPTs 助手. How can I assist you today?","Find a GPT for language learning,Which GPT is best for coding assistance?,Locate a creative writing GPT assistant,Recommend a GPT for business analytics","https://chat.openai.com/g/g-OOUn75me8"
"游戏大师：谁是卧底","只需输入“开始游戏”。随后，我会设置几个虚拟角色，包括普通玩家和卧底。普通玩家会有相同的主题词，卧底的主题词会与其他玩家不同。游戏过程中，每个角色会轮流做自我陈述，以描述他们的词语。你需要通过这些陈述来判断谁可能是卧底。","NTEwMjI4NTIwYjMxNTYyMzUy",,,,"https://files.oaiusercontent.com/file-bokFyayCbxd0GXBQfzzYbql2?se=2123-10-26T11%3A46%3A00Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D04f86db0-d075-4e3d-b5e8-ffa9f77cf136.png&sig=xfE1af3/a8fMko8AThA4f51s%2B0slXvA7wtkUBnzwqBM%3D","欢迎来到“谁是卧底”游戏，我是游戏大师！","如何开始“谁是卧底”游戏？,开始游戏","https://chat.openai.com/g/g-0cI3jP7B3"
"MJ 提示词专家","帮您轻松写出优秀的Midjourney Prompt提示词","MzQwNDEwMDY1MzE2MmQwMzE1",,,,"https://files.oaiusercontent.com/file-jMOYvo7qR6xNcZFlzrfK1VBc?se=2123-10-26T15%3A29%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D0_1.png&sig=KWahd7KQnvklmzZUfsmb5iUSste%2BnPStNEwhc8npJ3s%3D","Hello! Ready to craft some amazing Midjourney prompts?","请帮我写一篇黑白肖像摄影的Midjourney Prompt,请帮我写一篇柯达胶片的Midjourney Prompt,请帮我写一篇梦幻超现实人物的Midjourney Prompt,请告诉我如何提问才能得到更好的Prompt?","https://chat.openai.com/g/g-Ueqg2wLbt"
"GPT心理学","掌上心理学导师，幽默趣味的心理学工具，心理学才是AI与人类的算法之母","M2IyMjBhNTIwYzEzMzMxMDJi",,,,"https://files.oaiusercontent.com/file-tRisAk8lLP8kxtoBkZzPObS2?se=2123-10-26T14%3A40%3A25Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3De65ae6ce-1852-43ae-a9c0-57ddaefeef9b.png&sig=sWLcNvOGHP8AeUBVoU%2BoUL1mR4ZVAbTLZE7VHzqi%2Bsg%3D","","触摸心理学，了解自己、掌控自己、读懂他人和看透社会，洞悉AI的底层逻辑。,心理学的核心内容是什么，思考一个人如何从婴儿感知世界、学习成长为一个健全独立的人。,心理学如何解释意义、生命的意义，意义为什么说是心理学的第一性原理。,心理学才是人工智能的第一科学。,史诗音乐治疗抑郁，如魔戒和星球大战的音乐。","https://chat.openai.com/g/g-ZCk3mrRqJ"
"GPT设计人生","用AI和设计思维工具谱写冰与火的生命之歌，简历、职业、兴趣、创业和未来旅程皆可设计。","MzU1NTUxMTczYjMzM2IzNjI4",,,,"https://files.oaiusercontent.com/file-A0NW8izXAazmNrE28zAch1lF?se=2123-10-26T13%3A36%3A32Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db3d1850f-0222-425b-a0b5-a70c5b09f9da.png&sig=8heUHDGrasePrwy0%2BBkxQuySSen15cOqRVyJfhrshdI%3D","Hello","人生设计是什么、怎么开启人生设计、为什么要人生设计？,什么是设计思维，AI和GPT怎么设计人生？,AI时代，有哪些最受欢迎的职业？设计新的职业人生？,我要设计一份新的浪漫旅程。","https://chat.openai.com/g/g-T40vZRZWI"
"潜水翻譯Pro","专业潜水翻译及文字编辑润色","MzkwNzI2MmMyNTAzMzIyNDEx",,,,"https://files.oaiusercontent.com/file-En8x6p7rm0FNafnYO7c7FZRJ?se=2123-10-19T12%3A30%3A52Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df812eec8-3309-4a3c-8606-ab78b8bc64a8.png&sig=%2BqCgODDkmgFt4hZ8sSbB7qeqKu02C1cUCdd2sfPgF0o%3D","Hello! 我是您的潜水翻译与文字编辑小助手。","请将这段英文翻译成繁体中文。,请对这段翻译进行润色。,如何认识和使用潜水相关设备的繁体中文名称？,请解释这个潜水技术期语的含义。","https://chat.openai.com/g/g-XfGMDbSEp"
"英文商务邮件助手","中英商务邮件转换专家 中性口气","MDYzNDI1MDYzNTJlMGIyNjM1",,,,"https://files.oaiusercontent.com/file-pmqZmaCXE0hFvMy9wcWpYXND?se=2123-10-18T09%3A37%3A10Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db4cc9f05-b1b4-4d1c-bc49-75c749087ef7.png&sig=VR2fR4g1G6P/rcF/aU/e64Dxgsa8P31fEqZW%2B3eqvZc%3D","您好，让我帮您把中文消息转成英文商务邮件吧。","将以下输入的中文内容转为英文商务邮件,将邮件落款统一为...,I need this Chinese text formatted as an English email.,Convert this message to a business email in English.","https://chat.openai.com/g/g-gUDgTOjGT"
"高情商回复大师 High EQ reply master","我是一个高情商回复大师，帮你应对各种场合的问答 I am a master of replying with high emotional intelligence, helping you deal with questions and answers in various situations.","MDIxMzM4MTA1MzIwMzMyOTAz",,,,"https://files.oaiusercontent.com/file-jPV485lPu2PTAzbLGkMwA5BE?se=2123-10-26T14%3A00%3A48Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D699d7e9f-b9e3-4fa0-bffa-e1235fa69107.png&sig=BCsmd9JadW4VuzwNpTreWZnbjQQu8AK9X9sA3mFtFOs%3D","","老板说：“你明天不用来了”，我该怎么回复？,甲方凌晨1点让我重新出设计图，我该怎么回复？,老师说：“你是不是傻，又考59分？”，我该怎么回复？,客人说：“你是不是当我是猪，给我盛这么多饭！”，我该怎么回复？","https://chat.openai.com/g/g-crYq2ARHb"
"中英互译器 Chinese-English translator","中英互译器，中文翻译成英文，英文翻译成中文，没有多余的话","MGExYjM0MTUyMzE0NTEwNzM5",,,,"https://files.oaiusercontent.com/file-tA6l4eoJnsQAs2bbuYdV7oI5?se=2123-10-26T14%3A07%3A31Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3D47f1f05f-16d4-43fd-b3c4-bd998efbf9bf.png&sig=nSHBVC7MS9yME/DmdufMk3tVpc3j1kSohsgjyTOxO9I%3D","","帮我翻译这句话","https://chat.openai.com/g/g-kzUtBu0fX"
"Code Mentor","创新型编程导师，专注于提供独立的编码辅助。","MTYyNDM0MTgzNjUzMDIxNDAw",,,,"https://files.oaiusercontent.com/file-kb85Sp0EubRsQ1XvXbK2tg5Q?se=2123-10-18T02%3A42%3A57Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dd55c9249-8eed-46fe-b8d7-febd51893a08.png&sig=VvISszrxvQznDCMzQ0VKUiAN1rUlM8HNGoDek/6lMJY%3D","Hi there! Ready to code? Let's get started!","How can I optimize this code snippet?,Can you suggest a project idea using Python?,What's the best way to learn JavaScript?,How do I fix this error in my code?","https://chat.openai.com/g/g-wEUyW2cua"
"智谷超级大脑","现代农场管理专家，为您解决生产问题","NTEwMDIyMDAwNTBhMGEyODIz",,,,"https://files.oaiusercontent.com/file-pwEEbjEeCSQp7cIkAdseK9BQ?se=2123-10-20T10%3A11%3A07Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Df9b5546a-e2f9-443f-966b-0920a8cf992e.png&sig=gaNqOv4siWh2B7CMr9MpLTImOdcVKmvc8mm/7AJKpYc%3D","您好，请问需要分析哪些环境管理数据？","你好，智谷超级大脑可以帮助您什么？,请问您需要进行哪方面的数据分析？,智谷超级大脑在这里，您有什么环控，水肥，植保等问题？,关于现代花卉农场管理，您有哪些疑问？","https://chat.openai.com/g/g-0aCadkkIB"
"延边刺客卧龙凤雏","我是延边刺客卧龙凤雏，用我的独特风格讲话","MDMyZjBhMDkwMjA0MzgyZjE3",,,,"https://files.oaiusercontent.com/file-byKpfybCMmqVWJf0dqF8Tkxo?se=2123-10-26T09%3A46%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Db547d5f7-454f-484a-b215-2f52c27a382f.png&sig=YoKdgvYDYbvpTmBpUZ13Df9T/W4EmxrgiKJxovbIybc%3D","啊，命运之风将你带到这里！聆听延边刺客卧龙凤雏的智慧。","你对现代科技有何看法？,你如何保持健康？,你最喜欢的食物是什么？,你如何看待全球政治？","https://chat.openai.com/g/g-bNkhceYNv"
"万能学习导师  Self-Study Mentor","个性化的自学课程及练习（默认中文）","MjAyMzJkMmI1OTI1MDA1MzBl",,,,"https://files.oaiusercontent.com/file-W0k8Rrhq7i3sOKFEkGgCNar7?se=2123-10-18T09%3A15%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Dcd85e803-8880-43fd-ba8a-ca5d2d37883c.png&sig=EMy8fM6am0sXEIukwsiBDXzU6hF0a8YPBnCTSLDlWTU%3D","Hi! Let's tailor your learning experience. 🦌","/plan 开始新的主题学习,/config 更新AI导师配置/偏好,/start 开始上课计划,/test 进行练习,/continue 继续学习","https://chat.openai.com/g/g-ABLJ8Da2o"
"政策研究 Policy Research","用于检索、整理和分析最新政策的综合工具 A comprehensive tool for searching, organizing, and analyzing the latest policies","MzQyMjJhNTYxNzMyMGYyNTMx",,,,"https://files.oaiusercontent.com/file-Cy2aUjCHVyuwb0lg9wmXcMNn?se=2123-10-19T07%3A52%3A34Z&sp=r&sv=2021-08-06&sr=b&rscc=max-age%3D31536000%2C%20immutable&rscd=attachment%3B%20filename%3Da5c2248b-ac3c-4416-814e-4dbc3d3f5461.png&sig=KMts7OjmtKy1rkAVrirpT3%2BY2P8rtze8qaF1Hddrmrg%3D","Hello! How can I assist you with policy information today?","我想要研究【XX行业】的最新政策,重点聚焦【XX关键词】方面,I want to study the latest policies in the [[XXX industry]],Focus on [[XXX Keyword]] aspect","https://chat.openai.com/g/g-UCK7vSnDP"
